intent-group,loom-design,molecule,loom-name,loom-description,design/epitope,design/orf,design/orf-protein-mutations,design/orf-source-organism,design/misc,design-genome/organism,design/backbone,selection-marker/antibiotic-resistance,design-properties/copy-number
E coli expression,955,4092697,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed with 15 base polyA tail| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092708,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092683,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092669,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092721,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed with 15 base polyA tail| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092682,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092685,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092703,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a mature peptide 3 to orf1a stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092665,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092691,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092719,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092676,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a mature peptide 3 with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092702,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092677,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a stop to orf1b stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092712,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092686,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed with 5 base polyA tail| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092720,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092700,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed with 15 base polyA tail| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092680,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092707,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092701,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092694,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a mature peptide 3 to orf1a stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092717,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092722,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092713,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a mature peptide 3 to orf1a stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092670,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092695,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092706,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a stop to orf1b stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092692,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a mature peptide 3 with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092710,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed with 5 base polyA tail| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092668,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a stop to orf1b stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092672,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a mature peptide 3 | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092715,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092681,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a stop to orf1b stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092689,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a mature peptide 3 to orf1a stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092709,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092667,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092684,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a mature peptide 3 to orf1a stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092663,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092704,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092688,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a stop to orf1b stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092693,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,1022,4095419,COVID19 orf expression plasmids for Yaffe lab,COVID 19 template for expression,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,d1-1088 d1203-1945,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,1022,4095418,COVID19 orf expression plasmids for Yaffe lab,COVID 19 template for expression,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,d1-1088 d1203-1945,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,1022,4095421,COVID19 orf expression plasmids for Yaffe lab,COVID 19 template for expression,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,d1-745 d1063-1945,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,1022,4095420,COVID19 orf expression plasmids for Yaffe lab,COVID 19 template for expression,,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,d1-745 d1063-1945,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
